RptDt;TckrSymb;SctyId;SctySrc;MktIdrCd;AsstDesc;FrstPric;MinPric;MaxPric;TradAvrgPric;PrvsDayClsgPric;LastPric;OscnPctg;IndxVal;SttlmVal
2018-10-25;INDX;10018385;8;BVMF;INDUSTRIAL;14694.54;14543.6;14778.98;14655.86;14694.14;14639.01;-0.0037;14639.01;14678
2018-10-26;INDX;10018385;8;BVMF;INDUSTRIAL;14639.15;14414.45;14678.73;14556.53;14639.01;14599.38;-0.0027;14599.37;14587
2018-10-29;INDX;10018385;8;BVMF;INDUSTRIAL;14600.49;14276.15;14912;14619.71;14599.37;14422.83;-0.012;14422.83;14544
2018-10-30;INDX;10018385;8;BVMF;INDUSTRIAL;14425.43;14425.43;14813.01;14701.14;14422.83;14748.44;0.0225;14748.43;14716
2018-10-31;INDX;10018385;8;BVMF;INDUSTRIAL;14749.25;14749.25;15048.16;14933.52;14748.43;15017.42;0.0182;15017.42;14956
2018-11-01;INDX;10018385;8;BVMF;INDUSTRIAL;15017.42;14973.05;15236.89;15102.54;15017.42;15095.8;0.0052;15095.79;15102
2018-11-05;INDX;10018385;8;BVMF;INDUSTRIAL;15097.01;15097.01;15389.87;15284.2;15095.79;15303.89;0.0137;15303.89;15261
2018-11-06;INDX;10018385;8;BVMF;INDUSTRIAL;15304.39;15187.46;15371.69;15291.1;15303.89;15285.8;-0.0011;15285.8;15324
2018-11-07;INDX;10018385;8;BVMF;INDUSTRIAL;15286.15;15154.7;15448.34;15277.01;15285.8;15201.56;-0.0055;15201.56;15223
2018-11-08;INDX;10018385;8;BVMF;INDUSTRIAL;15202.88;14797.63;15272.04;15029.55;15201.56;14797.63;-0.0265;14797.63;14900
2018-11-09;INDX;10018385;8;BVMF;INDUSTRIAL;14797.14;14605.57;14931.81;14753.25;14797.63;14786.45;-0.0007;14786.44;14665
2018-11-12;INDX;10018385;8;BVMF;INDUSTRIAL;14786.44;14581.67;14857.19;14686.04;14786.44;14618.63;-0.0113;14618.63;14653
2018-11-13;INDX;10018385;8;BVMF;INDUSTRIAL;14618.8;14330.38;14741.91;14509.81;14618.63;14568.04;-0.0034;14568.03;14543
2018-11-14;INDX;10018385;8;BVMF;INDUSTRIAL;14568.69;14537.31;14924.85;14684.12;14568.03;14924.86;0.0244;14924.85;14761
2018-11-16;INDX;10018385;8;BVMF;INDUSTRIAL;14925.92;14839.72;15226.18;15017.01;14924.85;15225.01;0.0201;15225;15136
2018-11-19;INDX;10018385;8;BVMF;INDUSTRIAL;15225.11;14930.82;15225.11;15010.16;15225;15027.94;-0.0129;15027.93;14973
2018-11-21;INDX;10018385;8;BVMF;INDUSTRIAL;15023.13;14827.54;15031.68;14950.33;15027.93;15028.87;;15028.86;14958
2018-11-22;INDX;10018385;8;BVMF;INDUSTRIAL;15028.86;15028.86;15206.19;15161.02;15028.86;15172.52;0.0095;15172.52;15165
2018-11-23;INDX;10018385;8;BVMF;INDUSTRIAL;15173.16;14868.51;15174.56;14971.68;15172.52;14893.33;-0.0184;14893.33;14933
2018-11-26;INDX;10018385;8;BVMF;INDUSTRIAL;14893.61;14790.62;15046.7;14954.84;14893.33;14930.96;0.0025;14930.95;14888
2018-11-27;INDX;10018385;8;BVMF;INDUSTRIAL;14930.95;14828.22;15140.85;14996.96;14930.95;15082.54;0.0101;15082.53;15086
2018-11-28;INDX;10018385;8;BVMF;INDUSTRIAL;15082.53;14947.41;15183.77;15085.87;15082.53;15179.15;0.0064;15179.15;15140
2018-11-29;INDX;10018385;8;BVMF;INDUSTRIAL;15177.41;15117.25;15403.94;15298.8;15179.15;15338.75;0.0105;15338.74;15320
2018-11-30;INDX;10018385;8;BVMF;INDUSTRIAL;15338.3;15321.16;15493.67;15427.46;15338.74;15438.23;0.0064;15438.23;15431
2018-12-03;INDX;10018385;8;BVMF;INDUSTRIAL;15445.27;15445.27;15686.84;15602.38;15438.23;15563.8;0.0081;15563.79;15576
2018-12-04;INDX;10018385;8;BVMF;INDUSTRIAL;15564.4;15233.89;15622.84;15453.02;15563.79;15290.85;-0.0175;15290.85;15319
2018-12-05;INDX;10018385;8;BVMF;INDUSTRIAL;15290.85;15290.85;15421.25;15361.83;15290.85;15398.58;0.007;15398.58;15347
2018-12-06;INDX;10018385;8;BVMF;INDUSTRIAL;15397.75;15129.28;15397.75;15264.85;15398.58;15321.06;-0.005;15321.06;15264
2018-12-07;INDX;10018385;8;BVMF;INDUSTRIAL;15320.9;15096.48;15369.33;15257.04;15321.06;15135.25;-0.0121;15135.25;15197
2018-12-10;INDX;10018385;8;BVMF;INDUSTRIAL;15136.57;14859.59;15188.44;14993.93;15135.25;14880.27;-0.0168;14880.27;14902
2018-12-11;INDX;10018385;8;BVMF;INDUSTRIAL;14881.34;14763.67;15037.18;14901.06;14880.27;14853.32;-0.0018;14853.32;14824
2018-12-12;INDX;10018385;8;BVMF;INDUSTRIAL;14853.67;14853.67;15120.54;15024.87;14853.32;14988.27;0.009;14988.26;15018
2018-12-13;INDX;10018385;8;BVMF;INDUSTRIAL;14989.05;14989.05;15173.87;15100.42;14988.26;15173.03;0.0123;15173.03;15113
2018-12-14;INDX;10018385;8;BVMF;INDUSTRIAL;15173.12;15068.14;15253.83;15152.22;15173.03;15108.17;-0.0042;15108.16;15169
2018-12-17;INDX;10018385;8;BVMF;INDUSTRIAL;15108.16;15005.34;15205.37;15116.14;15108.16;15031.67;-0.005;15031.66;15087
2018-12-18;INDX;10018385;8;BVMF;INDUSTRIAL;15031.29;15031.29;15203.99;15138.6;15031.66;15121.11;0.0059;15121.11;15173
2018-12-19;INDX;10018385;8;BVMF;INDUSTRIAL;15121.52;14966.45;15345.76;15243.99;15121.11;14966.46;-0.0102;14966.45;15242
2018-12-20;INDX;10018385;8;BVMF;INDUSTRIAL;14966.45;14693.34;15086.34;14886.33;14966.45;14805.81;-0.0107;14805.8;14783
2018-12-21;INDX;10018385;8;BVMF;INDUSTRIAL;14805.49;14774.84;15017.84;14912.84;14805.8;14966.85;0.0108;14966.84;14915
2018-12-26;INDX;10018385;8;BVMF;INDUSTRIAL;14966.42;14779.73;15002.68;14869.46;14966.84;14876.28;-0.006;14876.27;14920
2018-12-27;INDX;10018385;8;BVMF;INDUSTRIAL;14877.19;14708.98;14938.85;14816.26;14876.27;14772.8;-0.0069;14772.8;14760
2018-12-28;INDX;10018385;8;BVMF;INDUSTRIAL;14773.22;14773.22;15109.89;14998.27;14772.8;15095.22;0.0218;15095.21;15054
